filename,modified_time_iso,unix_timestamp,lidar_csv,lidar_unix,delta_sec
frame_00.png,2025-06-16T14:43:52.805097,1750103032.0,cam3_scan_90.csv,1750103032.0,0.0
frame_01.png,2025-06-16T14:43:53.239910,1750103033.0,cam3_scan_100.csv,1750103033.0013494,0.0013494491577148438
frame_02.png,2025-06-16T14:43:53.595638,1750103033.0,cam3_scan_100.csv,1750103033.0013494,0.0013494491577148438
frame_03.png,2025-06-16T14:43:53.945019,1750103033.0,cam3_scan_100.csv,1750103033.0013494,0.0013494491577148438
frame_04.png,2025-06-16T14:43:54.312209,1750103034.0,cam3_scan_110.csv,1750103034.0049324,0.004932403564453125
frame_05.png,2025-06-16T14:43:54.672673,1750103034.0,cam3_scan_110.csv,1750103034.0049324,0.004932403564453125
frame_06.png,2025-06-16T14:43:55.026516,1750103035.0,cam3_scan_120.csv,1750103035.001011,0.001010894775390625
frame_07.png,2025-06-16T14:43:55.430722,1750103035.0,cam3_scan_120.csv,1750103035.001011,0.001010894775390625
frame_08.png,2025-06-16T14:43:55.803966,1750103035.0,cam3_scan_120.csv,1750103035.001011,0.001010894775390625
frame_09.png,2025-06-16T14:43:56.207634,1750103036.0,cam3_scan_130.csv,1750103036.0010607,0.0010607242584228516
